timestamp,EUR,USD
2025-09-18 00:00:00+02:00,326840.2500000001,340961.7300000002
2025-09-19 00:00:00+02:00,326840.2500000001,340961.7300000002
2025-09-20 00:00:00+02:00,326840.2500000001,340961.7300000002
2025-09-21 00:00:00+02:00,326840.2500000001,340961.7300000002
2025-09-22 00:00:00+02:00,326840.2500000001,340961.7300000002
2025-09-23 00:00:00+02:00,226836.25000000012,482668.3000000002
2025-09-24 00:00:00+02:00,226836.25000000012,502795.2300000002
2025-09-25 00:00:00+02:00,484299.16000000015,220021.63000000024
2025-09-26 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-09-27 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-09-28 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-09-29 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-09-30 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-10-01 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-10-02 00:00:00+02:00,484299.16000000015,197872.78000000023
2025-10-03 00:00:00+02:00,484299.16000000015,194218.14000000022
2025-10-04 00:00:00+02:00,484299.16000000015,194218.14000000022
2025-10-05 00:00:00+02:00,484299.16000000015,194218.14000000022
2025-10-06 00:00:00+02:00,484299.16000000015,194516.77000000022
2025-10-07 00:00:00+02:00,284291.18000000017,428084.77000000025
2025-10-08 00:00:00+02:00,284291.18000000017,428084.77000000025
2025-10-09 00:00:00+02:00,484283.2400000002,197031.77000000025
2025-10-10 00:00:00+02:00,484283.2400000002,192045.8900000002
2025-10-11 00:00:00+02:00,484283.2400000002,192045.8900000002
2025-10-12 00:00:00+02:00,484283.2400000002,192045.8900000002
2025-10-13 00:00:00+02:00,404275.01000000024,415075.71000000025
2025-10-14 00:00:00+02:00,404275.01000000024,395615.3000000003
2025-10-15 00:00:00+02:00,404275.01000000024,373011.6800000003
2025-10-16 00:00:00+02:00,404275.01000000024,425504.4400000003
2025-10-17 00:00:00+02:00,404275.01000000024,401400.8200000003
2025-10-18 00:00:00+02:00,404275.01000000024,401400.8200000003
2025-10-19 00:00:00+02:00,404275.01000000024,401400.8200000003
2025-10-20 00:00:00+02:00,434275.01000000024,401400.8200000003
2025-10-21 00:00:00+02:00,434275.01000000024,401400.8200000003
2025-10-22 00:00:00+02:00,434275.01000000024,415080.76000000024
2025-10-23 00:00:00+02:00,434275.01000000024,415080.76000000024
2025-10-24 00:00:00+02:00,434275.01000000024,415080.76000000024
2025-10-25 00:00:00+02:00,434275.01000000024,415080.76000000024
2025-10-26 00:00:00+02:00,434275.01000000024,415080.76000000024
2025-10-27 00:00:00+01:00,434275.01000000024,391817.14000000025
2025-10-28 00:00:00+01:00,434275.01000000024,366343.52000000025
2025-10-29 00:00:00+01:00,434275.01000000024,366343.52000000025
2025-10-30 00:00:00+01:00,434275.01000000024,385200.3200000003
2025-10-31 00:00:00+01:00,650942.4300000003,161476.72000000032
2025-11-01 00:00:00+01:00,650942.4300000003,161476.72000000032
2025-11-02 00:00:00+01:00,650942.4300000003,161476.72000000032
2025-11-03 00:00:00+01:00,650942.4300000003,161476.72000000032
2025-11-04 00:00:00+01:00,650942.4300000003,192223.10000000033
2025-11-05 00:00:00+01:00,785974.4800000003,116970.97000000032
2025-11-06 00:00:00+01:00,885974.4800000003,93643.12000000034
2025-11-07 00:00:00+01:00,885974.4800000003,103474.30000000035
2025-11-08 00:00:00+01:00,885974.4800000003,103474.30000000035
2025-11-09 00:00:00+01:00,885974.4800000003,103474.30000000035
2025-11-10 00:00:00+01:00,385954.51000000036,760230.5400000003
2025-11-11 00:00:00+01:00,385954.51000000036,698180.3500000002
2025-11-12 00:00:00+01:00,377248.6500000003,698180.3500000002
2025-11-13 00:00:00+01:00,377248.6400000003,768731.5400000002
2025-11-14 00:00:00+01:00,388462.78000000026,742517.9200000002
2025-11-15 00:00:00+01:00,388462.76000000024,742517.9200000002
2025-11-16 00:00:00+01:00,388462.76000000024,742517.9200000002
2025-11-17 00:00:00+01:00,388462.76000000024,768094.3000000002
2025-11-18 00:00:00+01:00,688450.7800000003,350347.78000000014
2025-11-19 00:00:00+01:00,588375.8000000003,267604.22000000015
2025-11-20 00:00:00+01:00,588375.8000000003,297623.36000000016
2025-11-21 00:00:00+01:00,738371.0100000002,111386.92000000016
2025-11-22 00:00:00+01:00,738371.0100000002,111386.92000000016
2025-11-23 00:00:00+01:00,738371.0100000002,111386.92000000016
2025-11-24 00:00:00+01:00,738371.0100000002,92273.30000000016
2025-11-25 00:00:00+01:00,738371.0100000002,92273.30000000016
2025-11-26 00:00:00+01:00,538363.0000000002,309637.68000000017
2025-11-27 00:00:00+01:00,538363.0000000002,309637.68000000017
2025-11-28 00:00:00+01:00,538363.0000000002,309637.68000000017
2025-11-29 00:00:00+01:00,538363.0000000002,309637.68000000017
2025-11-30 00:00:00+01:00,538363.0000000002,309637.68000000017
2025-12-01 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-02 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-03 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-04 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-05 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-06 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-07 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-08 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-09 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-10 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-11 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-12 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-13 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-14 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-15 00:00:00+01:00,538363.0000000002,176372.5400000002
2025-12-16 00:00:00+01:00,538363.0000000002,188688.99000000022
2025-12-17 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-18 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-19 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-20 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-21 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-22 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-23 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-24 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-25 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-26 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-27 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-28 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-29 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-30 00:00:00+01:00,538363.0000000002,216101.89000000025
2025-12-31 00:00:00+01:00,538363.0000000002,216101.89000000025
2026-01-01 00:00:00+01:00,538363.0000000002,216101.89000000025
2026-01-02 00:00:00+01:00,538363.0000000002,216101.89000000025
2026-01-03 00:00:00+01:00,538363.0000000002,216101.89000000025
2026-01-04 00:00:00+01:00,538363.0000000002,216101.89000000025
2026-01-05 00:00:00+01:00,388331.8700000002,216101.89000000025
2026-01-06 00:00:00+01:00,388331.8700000002,216101.89000000025
2026-01-07 00:00:00+01:00,388331.8700000002,219746.39000000025
2026-01-08 00:00:00+01:00,388331.8700000002,219746.39000000025
2026-01-09 00:00:00+01:00,337913.1200000002,1317.2100000002456
